timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/09/09 12:01:03.823, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:08.824, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:13.826, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:18.828, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:23.829, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:28.830, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:33.836, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:38.838, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:01:43.839, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:48.840, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:01:53.842, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:01:58.843, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:04.249, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:09.250, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:02:14.252, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:19.253, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:24.254, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:29.255, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:34.257, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:02:39.259, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:44.260, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:02:49.261, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:54.263, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:02:59.264, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:04.266, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:09.267, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:14.269, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:03:19.270, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:24.271, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:03:29.272, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:34.273, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:39.275, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:44.277, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:03:49.278, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:03:54.280, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:03:59.281, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:04.282, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:09.284, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:14.285, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:04:19.287, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:04:24.289, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:29.290, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:34.291, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:39.292, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:44.294, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:49.295, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:04:54.297, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:04:59.299, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:04.300, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:09.301, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:14.302, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:05:19.304, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:24.306, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:05:29.307, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:34.308, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:39.310, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:44.311, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:49.312, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:05:54.314, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:05:59.316, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:04.317, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:09.318, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:14.319, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:06:19.320, 32853 MiB, 46068 MiB, 92 %
2026/09/09 12:06:24.322, 32853 MiB, 46068 MiB, 96 %
2026/09/09 12:06:29.323, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:34.325, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:39.327, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:06:44.328, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:06:49.329, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:54.331, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:06:59.332, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:04.337, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:09.339, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:14.341, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:19.342, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:07:24.343, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:07:29.345, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:07:34.346, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:39.348, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:44.349, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:07:49.350, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:07:54.352, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:07:59.353, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:08:04.354, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:09.356, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:14.358, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:08:19.359, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:08:24.360, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:08:29.362, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:34.363, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:39.366, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:44.367, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:49.368, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:54.369, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:08:59.371, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:04.372, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:09.373, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:14.375, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:19.376, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:24.378, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:29.379, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:34.380, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:39.382, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:44.383, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:49.384, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:09:54.386, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:09:59.387, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:04.389, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:10:09.390, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:10:14.391, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:19.392, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:24.398, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:29.399, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:10:34.401, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:10:39.402, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:44.403, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:10:49.405, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:10:54.406, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:10:59.408, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:04.409, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:09.410, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:14.412, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:19.413, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:11:24.415, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:29.416, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:11:34.417, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:11:39.418, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:44.420, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:49.421, 32853 MiB, 46068 MiB, 40 %
2026/09/09 12:11:54.422, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:11:59.424, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:12:04.425, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:09.426, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:14.428, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:19.429, 32853 MiB, 46068 MiB, 97 %
2026/09/09 12:12:24.431, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:12:29.437, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:34.439, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:39.440, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:12:44.441, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:12:49.442, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:12:54.444, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:12:59.446, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:04.448, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:09.449, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:14.450, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:13:19.451, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:13:24.452, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:29.454, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:34.455, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:39.457, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:44.458, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:13:49.460, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:54.461, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:13:59.462, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:04.464, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:09.466, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:14.467, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:19.468, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:24.470, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:29.471, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:14:34.473, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:39.475, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:44.476, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:49.478, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:54.479, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:14:59.481, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:15:04.482, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:09.485, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:14.487, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:19.488, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:15:24.489, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:15:29.491, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:34.492, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:39.494, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:15:44.495, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:15:49.497, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:15:54.498, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:15:59.499, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:04.500, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:16:09.502, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:14.503, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:20.290, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:16:25.291, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:16:30.293, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:35.294, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:40.295, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:16:45.297, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:16:50.298, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:16:55.300, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:17:00.301, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:05.302, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:17:10.304, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:15.306, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:20.307, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:25.309, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:30.310, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:17:35.311, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:40.313, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:17:45.314, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:17:50.316, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:17:55.318, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:18:00.325, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:18:05.327, 32853 MiB, 46068 MiB, 96 %
2026/09/09 12:18:10.332, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:18:15.333, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:18:20.334, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:18:25.335, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:18:30.336, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:18:35.338, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:18:40.340, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:18:45.342, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:18:50.343, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:18:55.345, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:19:00.346, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:05.348, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:10.350, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:15.351, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:19:20.353, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:25.354, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:30.355, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:19:35.357, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:19:40.358, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:19:45.361, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:19:50.363, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:19:55.364, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:00.365, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:05.366, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:20:10.367, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:20:15.369, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:20.371, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:20:25.372, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:30.373, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:35.375, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:40.376, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:20:45.378, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:50.379, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:20:55.381, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:21:00.382, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:21:05.383, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:10.384, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:15.385, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:20.387, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:25.388, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:30.390, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:35.391, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:40.392, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:45.393, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:21:50.394, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:21:55.396, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:00.398, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:05.399, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:22:10.400, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:22:15.402, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:20.403, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:22:25.404, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:30.405, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:22:35.407, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:40.409, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:22:45.410, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:22:50.411, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:22:55.412, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:23:00.413, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:23:05.415, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:23:10.419, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:23:15.420, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:23:20.421, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:23:25.423, 32853 MiB, 46068 MiB, 26 %
2026/09/09 12:23:30.424, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:23:35.425, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:23:40.429, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:23:45.431, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:23:50.432, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:23:55.433, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:24:00.434, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:05.436, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:10.438, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:24:15.439, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:20.441, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:25.442, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:30.443, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:35.445, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:24:40.447, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:24:45.448, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:24:50.449, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:24:55.450, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:25:00.452, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:05.453, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:10.454, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:15.456, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:20.458, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:25.459, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:30.461, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:25:35.462, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:40.463, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:45.465, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:50.466, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:25:55.468, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:00.469, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:05.470, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:10.471, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:26:15.473, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:26:20.475, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:26:25.476, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:30.478, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:35.479, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:40.480, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:45.481, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:26:50.482, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:26:55.484, 32853 MiB, 46068 MiB, 94 %
2026/09/09 12:27:00.486, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:27:05.488, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:27:10.489, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:27:15.490, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:27:20.491, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:27:25.493, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:27:30.495, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:27:35.497, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:27:40.498, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:27:45.499, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:27:50.500, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:27:55.502, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:00.503, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:05.505, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:10.508, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:15.509, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:28:20.510, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:25.511, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:30.513, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:35.514, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:28:40.516, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:45.518, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:28:50.519, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:28:55.521, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:29:00.522, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:29:05.529, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:10.530, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:15.531, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:20.533, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:25.534, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:30.536, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:35.538, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:40.540, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:45.541, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:50.543, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:29:55.544, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:00.546, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:05.547, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:10.549, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:15.550, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:20.552, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:25.553, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:30.554, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:30:35.556, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:40.558, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:30:45.560, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:30:50.561, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:30:55.562, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:31:00.564, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:31:05.565, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:10.567, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:31:15.569, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:20.570, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:25.571, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:30.573, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:35.574, 32853 MiB, 46068 MiB, 98 %
2026/09/09 12:31:40.575, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:31:45.577, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:31:50.579, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:31:55.580, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:00.581, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:05.583, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:10.584, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:32:15.585, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:32:20.587, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:25.589, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:30.590, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:35.591, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:40.593, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:45.594, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:50.596, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:32:55.597, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:33:00.599, 32853 MiB, 46068 MiB, 99 %
2026/09/09 12:33:05.600, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:33:10.602, 32853 MiB, 46068 MiB, 100 %
2026/09/09 12:33:15.603, 32853 MiB, 46068 MiB, 99 %
